from,to
9027,14546
9027,16305
9027,9678
9027,14404
9027,14353
9027,11210
9027,14780
9027,12600
9027,14410
9027,14510
9027,12712
9027,15047
9027,10329
9027,11467
9027,16219
9027,10905
9027,16105
9027,13333
9027,13004
9027,11665
9027,14781
9027,15062
9027,12061
9027,11289
9027,14429
9027,10917
9027,14334
9027,16183
9027,14436
9027,9772
9027,9207
9027,13454
9027,9208
9027,16222
9027,16550
9027,14990
9027,7552
9027,14991
9027,16353
9027,11496
9027,10360
9027,15041
9027,12644
9027,15758
9027,11474
9027,15094
9027,11507
9027,13774
9027,11508
9027,12646
9027,15098
9027,14970
9027,14569
9027,11539
9027,9231
9027,8925
9027,10375
9027,9235
9027,7458
9027,15723
9027,13260
9027,11586
9027,10382
9027,16406
9027,10968
9027,9247
9027,15212
9027,16159
9027,16392
9027,13095
9027,10391
9027,14317
9027,12830
9027,12907
9027,10395
9027,14494
9027,14066
9027,12439
9027,13885
9027,9321
9027,7809
9027,12875
9027,16557
9027,13981
9027,16050
9027,12699
9027,12700
9027,13300
9027,13052
9027,15323
9027,13520
9027,9281
9027,10996
9027,15722
9027,13929
9027,14212
9027,16291
9027,13702
9027,11622
9027,15026
9027,9194
9027,14530
9027,13317
9027,9859
9027,9292
9027,16064
9027,14871
9027,11924
9027,13941
9027,7314
9027,14538
9027,10663
9027,13098
9027,15170
9027,7242
9027,11587
9027,15204
9027,14543
9027,15150
9027,9873
9027,9707
9027,16457
9027,9713
9027,13339
9027,11424
9027,15894
9027,11023
9027,13171
9027,13346
9027,12173
9027,9369
9027,13321
9027,9889
9027,14464
9027,13254
9027,10474
9027,16471
9027,13356
9027,9244
9027,13358
9027,12758
9027,13179
9027,15828
9027,9323
9027,14480
9027,12762
9027,13062
9027,12104
9027,14579
9027,14285
9027,13367
9027,9902
9027,11626
9027,11627
9027,11114
9027,12768
9027,14585
9027,11727
9027,13306
9027,13993
9027,15013
9027,9913
9027,14640
9027,13798
9027,9347
9027,10040
9027,11432
9027,10489
9027,9356
9027,16513
9027,9924
9027,16202
9027,11169
9027,16516
9027,8596
9027,13531
9027,13801
9027,15236
9027,16071
9027,12221
9027,12481
9027,15266
9027,13573
9027,11659
9027,15879
9027,10392
9027,15246
9027,11664
9027,9939
9027,12812
9027,15776
9027,9350
9027,11929
9027,14789
9027,14203
9027,15857
9027,8147
9027,14732
9027,11328
9027,15571
9027,9957
9027,12793
9027,15261
9027,11100
9027,15504
9027,12581
9027,13283
9027,13435
9027,13436
9027,9395
9027,16086
9027,10264
9027,15908
9027,10542
9027,14051
9027,10037
9027,12095
9027,11739
9027,14360
9027,9407
9027,8003
9027,9409
9027,9411
9027,13817
9027,15929
9027,10269
9027,9983
9027,15108
9027,15143
9027,15936
9027,9129
9027,12044
9027,8762
9027,13473
9027,12715
9027,16451
9027,15426
9027,16458
9027,11134
9027,11850
9027,14087
9027,16184
9027,9998
9027,14090
9027,15995
9027,15829
9027,10573
9027,10016
9027,11143
9027,10504
9027,9863
9027,12876
9027,11065
9027,13854
9027,12396
9027,13412
9027,12882
9027,13388
9027,12306
9027,14108
9028,13778
9028,9942
9028,14759
9028,14966
9028,9335
9029,11622
9029,14913
9029,13555
9029,9497
9029,11817
9029,9335
9030,7993
9030,14479
9030,14561
9030,10414
9030,16348
9030,14078
9030,12352
9030,16073
9030,10640
9030,16231
9030,12496
9030,9792
9030,10924
9030,9516
9030,9367
9030,15545
9030,12841
9030,14674
9030,16332
9030,9900
9030,9417
9030,10957
9030,9578
9030,9402
9030,13360
9195,11160
9195,12765
9195,15899
9199,16332
9199,10040
9199,10360
9199,10584
9199,14117
9199,10471
9033,10972
9033,15050
9033,15846
9033,9410
9033,12003
9033,11455
9033,15009
9033,9580
9033,14121
9033,15232
9033,16080
9033,12015
9033,12089
9033,14579
9033,10040
9033,16052
9033,12310
9033,14891
9033,10727
9033,8706
9033,11333
9033,15119
9033,9990
9033,10957
9033,11666
9033,13579
13632,11549
13632,11168
13632,14150
13632,15117
13632,15118
13632,14593
13632,12117
13632,13971
13632,12011
13632,12485
13632,9942
13632,9762
13632,10877
13632,9072
13632,12957
13632,15936
13632,13778
13632,14336
13632,11265
13632,16432
13632,10135
9213,14913
9213,9271
9213,11135
9213,16332
9213,15929
9213,14351
9213,14342
9213,14343
9035,10558
9035,10466
9035,16387
9035,14404
9035,12046
9035,9810
9035,10252
9035,15929
9035,12038
9035,15131
9035,11877
9035,12091
9035,12739
9035,12329
9035,14488
9035,9756
9035,14913
9035,9271
9035,14030
9035,10661
9035,13186
9035,16336
9035,11265
9035,13019
9036,14913
9036,15852
9036,9810
9036,9727
9036,10022
9036,12818
9036,11528
9037,14913
9037,10503
9037,7242
9037,12597
9037,11659
13633,14913
13633,14052
13633,11520
13633,15039
13633,12215
13633,11168
13633,14342
13633,9624
9039,15872
9039,13804
9039,12212
9040,13415
9040,16027
9041,15879
9041,15929
9245,14928
9245,15619
9245,14163
9245,13769
9245,13791
9043,12359
9045,11771
9045,14404
9045,9942
9045,15187
9045,14137
9045,14803
9045,16183
9045,8933
9045,9371
9045,16118
9046,15253
9046,12778
9046,15431
9046,15049
9046,14267
9046,12318
9046,13086
9046,10264
9046,10940
9046,14044
9046,16041
9046,13176
9046,10759
9046,14712
9046,10160
9046,14913
9046,14308
9046,7544
9046,12371
9047,10972
9047,10523
9047,12038
9047,11899
9047,14846
9047,14429
9047,15617
9047,9575
9047,10599
9047,11644
9047,9174
9047,11686
9047,10994
9047,11943
9047,11048
9047,16484
9047,9521
9047,10300
9047,14465
9047,16332
9047,16237
9047,11333
9047,8220
9047,16385
9047,14462
9048,8322
9048,12809
9048,14115
9048,11026
9048,14452
9048,10030
9048,16602
9048,14268
9048,11426
9048,13778
9048,8638
9048,10622
9048,13215
9048,16530
9048,9539
9048,11259
9048,7538
9048,15596
9048,11120
9048,15027
9048,16183
9048,9942
9049,10930
9049,10349
9049,9091
9049,10619
9049,9159
9049,13936
9049,7511
9049,12564
9049,13067
9049,16437
9049,7660
9050,16398
9051,14807
9051,10501
9051,16387
9051,11609
9051,10789
9051,9810
9051,14283
9051,16563
9051,14045
9051,11619
9051,11979
9051,15680
9051,12329
9051,12746
9051,15757
9051,9753
9051,9271
9051,14434
9051,16097
9051,14998
9051,14162
9051,10845
9051,14121
9051,8745
9051,14165
9051,12091
9051,13319
9051,11434
9051,16052
9051,10006
9051,12284
9051,11817
9051,12302
9051,10614
9051,10960
9051,7544
9052,11027
9052,16220
9052,10040
9052,14115
9052,9917
9052,12249
9052,14492
9052,14317
9052,14271
9052,13518
9052,11406
9052,8709
9052,15756
9052,9624
9052,9269
9052,13683
9052,14913
9052,14755
9052,16183
9052,7813
9052,12642
9052,16371
9052,11341
9052,14846
9052,15151
9052,16353
9052,14530
9052,9993
9052,13092
9052,15551
9052,11288
9052,13946
9052,12801
9052,14246
9052,15932
9052,9031
9052,9939
9052,9671
9054,15186
9054,14117
9054,14263
9054,12895
9054,12646
9054,11241
9054,12011
9054,11761
9054,9471
9054,15340
9054,11977
9054,8379
9054,13062
9054,11179
9054,16569
9054,15866
9054,13690
9054,13683
9054,13767
9054,9132
9054,14647
9054,9791
9054,14275
9054,12512
9054,7981
9054,11269
9054,10485
9054,15936
9054,12553
9054,9994
9054,11210
9054,15869
9054,15232
9054,13795
9054,16446
9054,13168
9054,11010
9054,9086
9054,12503
9054,16042
9054,9942
9054,14796
9054,12957
9054,10106
9054,12060
9054,12149
9054,15805
9002,10206
9002,10040
9002,14115
9002,15070
9002,7973
9002,12860
9002,16353
9002,9810
9002,15455
9002,10867
9002,9965
9002,15826
9002,10264
9002,9479
9002,11164
9002,9551
9002,14966
9002,13019
9002,14913
9002,9120
9002,11081
9002,16183
9002,9939
9002,11341
9002,14841
9002,13953
9002,13001
9002,11424
9056,11164
9056,10040
9056,9112
9056,14811
9056,10252
9056,9394
9056,9446
9056,10055
9056,15267
9056,13596
9056,11474
9056,12326
9056,9762
9056,8024
9056,16118
9056,15594
9056,14983
9056,14913
9056,15388
9056,15758
9056,10848
9056,13778
9056,14687
9056,15936
9056,10489
9056,16353
9056,10214
9056,14651
9056,7430
9056,12793
9056,13015
9056,16520
9056,11876
9056,14057
9056,16286
9056,11363
9056,11511
9056,9426
9056,15176
9056,15138
9056,8220
9056,11873
9056,14000
9056,9942
9056,13019
9056,15026
9057,15665
9057,10040
9057,10781
9057,11026
9057,12083
9057,9965
9057,14811
9057,16206
9057,10625
9057,9810
9057,14401
9057,11071
9057,14061
9057,10940
9057,9298
9057,14004
9057,11847
9057,12980
9057,11808
9057,16183
9057,14722
9057,16549
9057,15879
9057,14913
9057,12584
9057,13080
9057,16282
9057,16196
9057,9869
9057,15026
9057,16332
9799,15740
9799,10466
9799,13624
9799,10789
9799,11247
9059,14516
9059,14401
9059,12038
9059,10158
9059,13020
9059,13429
9059,14913
9059,14412
9059,12537
9059,15578
9059,14841
9060,11997
9060,11559
9060,14626
9060,16076
9060,11426
9060,13282
9060,12760
9060,10903
9060,10930
9060,13596
9060,13974
9060,9690
9060,13098
9060,11080
9060,10823
9060,16294
9060,12540
9060,14913
9060,12133
9060,11892
9060,13030
9060,14690
9061,9578
9061,14105
9062,15709
9062,11918
9062,12363
9062,9917
9062,13450
9062,9303
9062,8596
9062,14913
9062,13407
9062,9269
9062,11410
9062,12083
9062,10144
9062,9791
9062,14873
9062,14781
9062,10990
9062,14954
9063,9976
9063,13875
9063,13400
9063,16479
9064,9967
9064,9031
9064,13428
9064,13243
9064,9810
9064,11263
9064,15478
9064,16392
9064,12621
9065,11713
9065,9271
9065,15657
9065,13613
9065,16232
14575,15017
14575,10843
14575,11143
14575,12836
14575,15929
14575,12818
14575,13110
14575,13507
9066,9229
9066,10989
9066,12612
9066,9499
9066,14521
14704,14835
14704,8745
9067,11113
9067,13542
9067,11239
9067,10566
9067,12350
9067,11134
9067,15786
9067,10629
9067,14777
9067,14342
9067,15908
9067,10622
9067,11432
9067,10149
9067,11143
9067,15587
9067,11466
9067,12021
9067,11544
9067,13853
9067,15943
9067,10303
9067,11189
9067,13390
9067,12584
9067,11375
9067,10923
9067,14812
9067,10241
9068,12378
9069,16462
9069,9430
9069,14870
9069,16158
9069,11490
9069,11667
9069,9719
9069,10241
9069,13769
9069,9541
9069,13971
9069,10030
9069,12907
9069,9700
9069,9942
9069,16288
9069,13243
9070,15879
9070,13641
9070,12038
9070,15039
9070,14647
9070,15335
9070,15512
9070,11663
9070,15388
9070,16533
9070,15936
9070,15627
9070,9906
9072,14056
9072,10106
9072,11265
9072,9942
9072,14336
9072,14913
9073,14913
9073,15740
9073,10789
9073,10158
9073,11168
9073,9624
9073,14401
10529,16353
10529,16000
10529,9190
10529,9218
10529,10280
10529,11168
10529,14342
16149,15929
16149,13019
16149,11656
9075,9542
9075,10114
9075,15936
9075,11168
9075,12083
9075,9428
9075,12180
9075,9481
9075,10848
9075,13407
9075,13019
9075,9377
9469,12699
9469,10888
9469,14856
9469,14108
9469,9917
9469,10715
9469,15425
9077,10055
9078,11164
9078,10040
9078,14115
9078,13745
9078,16313
9078,14811
9078,9470
9078,9810
9078,11130
9078,16398
9078,9645
9078,10124
9078,12038
9078,9122
9078,12514
9078,15427
9078,9551
9078,12691
9078,14404
9078,9624
9078,16332
9078,14913
9078,9271
9078,15388
9078,14728
9078,12243
9078,11265
9078,15929
9078,13222
9078,10206
9078,14846
9078,10660
9078,16158
9078,15076
9078,9129
9078,16183
9078,14647
9078,11134
9078,14928
9078,12699
9078,11448
9078,12793
9078,10362
9078,11284
9078,11578
9078,16196
9078,9298
9078,9156
9078,13555
9078,9795
9078,16353
9078,12960
9078,14625
9078,14875
9078,10158
9078,11748
9078,15936
9078,12025
9078,14422
9078,9939
9078,10106
9078,15383
9078,13019
9078,15026
9078,13791
9079,13607
9079,10240
9080,14401
9080,12038
9080,10040
9080,10158
9080,11026
9080,14810
9080,12895
9080,13198
9080,7915
9080,10743
9080,9810
9080,14412
9080,10534
9080,12972
9080,16332
9080,12468
9080,15756
9080,14913
9080,14728
9080,16183
9080,11265
9080,13001
9080,10486
9080,14923
9080,14928
9080,9578
9080,12508
9080,11474
9080,13795
9080,15551
9080,11164
9080,13019
9080,13648
9080,16413
9080,11955
9080,8220
9080,12514
9080,9939
9080,15383
7925,13382
7925,11127
7925,9942
7925,13019
7925,9410
7925,9269
7925,14622
7925,9965
7925,11265
7925,12236
7925,9419
7925,10622
9082,14864
9082,14423
9082,12699
9082,13168
9082,16202
9082,14268
9082,13875
9082,16231
9082,12866
9082,14579
9082,16573
9082,12875
9082,15299
9082,15639
9082,14913
9082,13294
9082,9770
9082,7747
9082,11487
9082,12135
9082,9880
11987,12044
11987,10244
11987,13468
11987,14372
11987,14728
11987,15895
11987,14332
11987,14928
11987,12753
11987,11725
11987,12997
11987,9555
11987,14985
11987,15551
11987,13492
11987,12960
11987,11578
11987,16332
11987,14913
11987,15645
11987,16521
11987,10166
9085,7806
9085,10040
9085,14913
9085,13019
9085,16353
9085,9271
9085,15388
9085,9810
9085,14342
9085,13243
9086,10313
9086,10485
9086,11549
9086,14263
9086,16556
9086,12149
9086,13254
9086,9471
9086,9994
9086,11435
9086,11130
9086,16399
9086,11977
9086,14726
9086,15997
9086,10361
9086,15866
9086,9801
9086,8862
9086,13959
9086,14913
9086,12957
9086,11761
9086,15517
9086,10851
9086,7981
9087,16564
9087,11090
9087,16148
9088,10187
9088,15936
9088,11168
9088,14452
9088,10360
9088,15492
9088,10977
9088,14256
9088,16288
9089,14913
9089,9271
9089,10789
9089,15715
9089,11288
9089,9843
9089,9624
9089,10018
9089,10416
9089,11919
9090,13338
9090,14251
9090,15740
9090,11578
9090,16480
9090,9942
9090,9230
9090,11511
9090,9624
9090,15908
9090,14913
9090,9271
9090,15388
9090,15929
9090,10896
9090,11168
13645,13818
13645,14003
13645,16614
13645,15429
13645,13510
13645,12344
13645,12338
13645,12625
9092,14913
9092,15321
9092,13749
9092,14228
9092,9335
9092,9271
9092,14412
9093,16332
9093,9271
9093,10954
9093,9624
9093,12484
9093,15823
9094,16332
9094,12832
9094,11274
9094,12217
9094,16409
9095,11168
9095,14650
9095,7915
9095,10743
9095,15740
9095,14164
9095,15908
9095,12228
9095,7314
9095,11877
9095,13171
9095,9303
9095,11444
9095,9624
9095,11247
9095,15879
9095,14913
9095,15388
9095,9842
9095,10848
9095,14342
9095,15895
9095,10241
9096,14913
9096,15388
9096,15740
9096,12196
9097,14401
9097,11164
9097,12924
9097,12895
9097,10897
9097,11040
9097,14900
9097,14526
9097,11877
9097,10042
9097,15664
9097,9335
9097,16332
9097,14913
9097,9338
9097,14450
9097,8475
9097,10772
9097,14948
9097,16353
9097,9271
9097,16517
9097,10070
9097,13399
9097,10652
9097,9797
9097,12960
9097,11544
9097,16398
9097,15879
9097,9857
9097,9528
9097,12813
9097,15106
9097,10240
9097,12547
9097,15110
9097,10466
9097,7973
9097,16065
9097,14811
9097,10390
9097,15261
9097,10106
9097,14966
9097,16075
9097,10976
9097,14343
9097,14970
9097,9827
9097,9122
9097,15427
9097,12691
9097,10265
9097,14213
9097,14138
9097,9842
9097,11561
9097,13146
9097,9129
9097,9427
9097,16117
9097,9578
9097,9859
9097,16436
9097,9431
9097,11577
9097,11578
9097,11473
9097,14923
9097,13323
9097,14018
9097,16186
9097,9390
9097,13648
9097,8254
9097,14395
9097,10584
9097,11280
9097,12304
9097,9600
9098,11769
9098,13665
9098,15936
9098,13690
9098,10929
9098,14285
9098,13082
9098,15025
9098,15944
9098,15868
9098,16457
9098,14933
9098,10443
9098,10124
9098,14000
9099,9743
9099,10035
9099,14841
9099,11657
9100,13661
9100,10371
9100,15875
9100,7242
9100,10489
9100,14406
9100,11247
9100,14360
9100,15740
9100,14728
9100,12649
9100,16118
9100,13520
9101,9226
9101,9091
9101,16065
9101,14599
9101,9267
9101,12313
9101,14448
9101,9991
9101,10195
9101,7659
9101,13605
9101,16568
9101,12054
16272,10452
16272,14401
16272,10040
16272,14404
16272,14117
16272,12793
16272,14412
16272,11681
16272,15639
16272,9322
16272,11803
16272,15426
16272,9762
16272,14913
16272,15350
16272,11043
16272,12468
16272,9624
16272,12061
16272,10158
16272,9271
16272,9769
16272,9628
16272,12699
16272,15929
16272,10418
16272,14663
16272,13769
16272,15849
16272,14846
16272,12484
16272,12001
16272,13778
16272,11937
16272,9859
16272,15868
16272,15337
16272,9332
16272,15094
16272,9942
16272,13326
16272,11656
16272,12575
16272,7242
16272,13019
16272,13100
16272,15638
16272,15039
16272,14499
16272,13182
16272,15825
16272,16353
16272,9810
16272,13324
16272,14257
16272,11446
16272,10241
9102,16480
9102,16145
9102,14913
9102,16061
9102,15936
9102,16407
9102,12061
9102,11439
9102,15261
9102,15388
9102,10106
9102,13558
9102,10942
9102,14881
9102,11578
9102,9915
9102,14538
14774,16480
14774,15879
14774,10149
14774,15388
14774,7915
14774,14913
14774,9578
14774,9360
14774,10848
14774,11578
14774,10241
9104,16222
9104,8433
9104,14913
9104,10830
9104,16389
9104,16294
9106,12746
9106,12304
9106,10789
9106,9756
9106,16332
9106,14913
9106,14354
9106,9810
9106,9803
9106,12791
9106,15680
9106,14164
9106,15842
9106,13219
14172,9489
14172,13273
14172,15493
14172,15227
14172,10743
14172,12910
14172,9810
14172,16230
14172,16564
14172,11554
14172,16320
14172,8919
14172,14004
14172,10070
14172,10063
14172,10472
14172,10999
14172,15812
14172,16332
14172,14354
14172,11351
14172,10625
14172,15727
14172,11948
9107,10035
9107,13854
9107,14051
9108,11624
9109,14169
9109,14886
9109,15470
9109,15968
9109,13289
9109,7931
9109,12153
9109,14137
9109,16332
9109,9247
9109,11111
9109,13161
9109,13907
9109,12215
9109,13129
9109,13476
9109,12992
9109,13816
9622,16480
9622,7314
9622,12836
9622,9942
9622,13854
9622,15879
9622,13407
9622,10178
9622,8220
9622,15157
9622,16359
9622,16282
9111,15901
13648,15709
13648,13890
13648,12907
13648,12929
13648,9810
13648,13966
13648,10604
13648,10605
13648,15998
13648,11182
13648,13843
13648,9590
13648,14428
13648,12621
13648,12338
13648,10347
13648,14714
13648,9177
13648,10352
13648,12552
13648,15699
13648,9789
13648,15301
13648,15673
13648,14782
13648,14439
13648,9980
13648,9795
13648,13243
13648,15098
13648,11808
13648,11003
13648,13146
13648,13658
13648,15383
13648,12960
13648,13263
13648,12666
13648,14477
13648,9247
13648,14454
13648,16075
13648,12823
13648,15055
13648,12392
13648,11848
13648,15753
13648,15754
13648,13835
13648,13915
13648,15935
13648,12988
13648,10637
13648,14840
13648,11038
13648,7686
13648,14224
13648,16424
13648,15777
13648,11567
13648,12514
13648,12149
13648,8746
13648,15867
13648,12437
13648,16118
13648,10896
13648,9297
13648,11584
13648,8841
13648,16354
13648,15173
13648,12531
13648,15806
13648,14252
13648,14530
13648,14554
13648,9602
13648,11600
13648,13343
13648,14561
13648,14265
13648,12176
13648,12750
13648,10743
13648,12754
13648,14268
13648,15195
13648,16432
13648,14275
13648,11322
13648,13893
13648,11624
13648,13989
13648,9624
13648,9905
13648,14913
13648,14288
13648,12243
13648,10770
13648,13376
13648,9635
13648,15752
13648,10555
13648,16508
13648,9921
13648,11937
13648,16191
13648,10038
13648,9931
13648,15546
13648,15688
13648,16534
13648,11048
13648,11292
13648,11958
13648,12515
13648,13018
13648,13113
13648,10522
13648,15296
13648,15255
13648,14732
13648,7915
13648,10824
13648,15267
13648,16233
13648,11406
13648,13133
13648,10835
13648,14051
13648,10837
13648,11398
13648,10262
13648,15587
13648,9408
13648,14058
13648,11113
13648,11114
13648,14410
13648,15177
13648,12630
13648,15603
13648,14069
13648,14363
13648,10952
13648,14352
13648,15933
13648,10836
13648,11713
13648,16573
13648,12008
13648,10867
13648,11137
13648,15947
13648,11473
13648,13797
13648,12784
13648,16514
13648,11143
13648,15808
13648,7872
13648,12373
13648,9415
13648,13031
13648,15619
13648,11181
13648,14108
9113,13519
9113,12891
9113,14850
9113,9360
9113,9993
9113,11284
9113,12617
9113,13323
9113,7806
9113,12577
9113,14245
9113,15879
9113,15388
9113,9528
9113,10584
9113,10106
9113,14603
9113,13243
9114,12267
9114,9852
9114,12095
9114,16413
9114,10998
9114,14913
9114,9507
9114,12159
9114,11164
9115,9649
9115,10907
9115,12904
9115,10486
9115,14246
9115,15936
9115,13804
9115,10968
9115,9334
9115,10390
9115,12583
9115,13653
9115,12789
9115,13390
9115,15388
9115,10977
9115,12188
9116,15879
9116,9708
9116,11977
9116,14508
9117,10954
9117,7536
9117,16564
9117,15680
9117,14039
9119,15712
9119,14846
9119,7993
9119,14514
9119,10466
9119,10040
9119,11094
9119,11134
9119,12248
9119,14011
9119,14913
9119,11152
9119,15740
9119,16332
9119,14860
9119,15947
9119,12662
9119,9297
16514,15253
16514,13848
16514,10101
16514,9032
16514,14117
16514,10252
16514,15232
16514,9645
16514,13635
16514,10683
16514,16480
16514,16332
16514,11491
16514,14913
16514,12396
16514,8282
16514,13661
16514,9624
16514,9753
16514,15454
16514,11042
16514,12274
16514,14187
16514,14216
16514,13778
16514,14812
16514,14846
16514,12484
16514,15741
16514,7794
16514,10701
16514,12044
16514,13403
16514,15624
16514,11352
16514,11885
16514,11280
16514,16192
16514,12645
16514,16118
16514,13795
16514,12503
16514,12285
16514,15171
16514,13019
16514,9228
16514,11222
16514,16198
16514,13181
16514,13657
16514,12188
8471,14846
8471,10456
8471,15999
8471,10040
8471,14855
8471,7242
8471,9802
8471,9665
8471,12302
8471,13769
8471,12419
8471,11659
8471,11510
8471,13598
8471,11583
9121,9377
9708,16332
9708,10125
9708,11164
9708,10466
9708,10296
9708,9607
9708,12547
9708,15879
9708,14913
9708,9271
9708,12937
9708,11977
9708,9407
9708,11030
9708,12038
9712,15709
9712,7314
9712,13171
9712,11656
9712,15594
9712,10040
9712,14650
9712,10706
9712,10106
9712,14253
9712,13593
9712,16107
9712,13243
9124,13890
9124,13209
9124,10040
9124,10948
9125,12009
9125,10024
9125,12893
9125,14117
9125,13867
9125,11971
9125,8971
9125,12184
9125,9349
9125,13289
9125,15967
9125,12461
9125,15388
9125,16183
9125,10902
9125,14687
9125,15610
9125,9917
9125,16614
9125,16540
9125,13168
9125,10865
9125,11820
9125,13631
9125,10712
9125,9362
9125,9690
9125,9442
9125,11587
9125,14625
9125,12095
9125,7271
9125,10009
9125,8109
9125,9673
9125,13957
9125,12233
9125,11885
9125,12493
9125,13019
9730,10206
9730,9335
9730,15391
9730,14401
9730,12998
9730,10040
9730,15807
9730,16268
9730,12786
9730,13615
9730,8261
9730,9810
9730,12213
9730,12635
9730,15232
9730,15106
9730,11578
9730,13723
9730,10756
9730,13019
9730,14875
9730,10196
9730,9222
9730,14913
9730,15388
9730,16183
9730,15929
9730,12924
9730,14412
9127,16480
9127,14422
9127,11290
9127,16061
9127,15936
9127,10124
9127,9309
9127,14452
9127,12454
9127,9869
9127,15388
9127,10106
9127,11439
9127,10360
9127,14647
9127,10848
9127,15459
9127,14342
9127,15026
9128,16422
9128,15075
9128,8697
9128,9834
9128,14750
9128,14720
9128,14137
9128,15261
9128,12640
9128,13816
9128,12101
9128,16558
9128,10240
9128,16168
9130,14913
9130,9271
9130,9810
9130,12694
9130,12765
9130,12484
9130,14401
9130,13275
9771,16540
9771,9671
9771,11511
9771,16136
9771,12346
9771,15010
9771,16183
9771,12719
9771,16323
9771,12461
9771,14523
9132,11353
9132,11946
9132,9837
9132,11663
9132,10090
9132,12434
9132,13674
9132,12967
9132,12295
9132,7538
9133,16332
9133,10271
9134,15253
9134,16422
9134,8156
9134,9849
9134,14822
9134,10157
9134,7998
9134,12791
9134,7598
9134,16332
9134,10265
9134,13952
9134,9756
9134,10626
9134,14720
9134,10664
9134,16420
9135,10677
9135,9986
9135,11511
9135,16174
9136,14913
9136,15879
9136,11289
9136,16065
9136,10833
9137,11451
9137,14401
9137,9541
9137,10158
9137,10106
9137,14412
9137,16075
9137,13752
9137,7458
9137,13843
9137,13215
9137,9269
9137,14913
9137,11934
9137,15357
9137,14759
9137,10093
9137,14223
9137,15899
9137,8033
9137,14445
9137,8762
9137,14606
9137,15534
9137,14555
9137,13622
9137,11367
9137,16528
9137,16128
9137,14875
9137,13002
9137,12367
9137,12585
9137,9810
9137,12296
9137,9619
16144,14846
16144,10489
16144,10296
16144,15594
16144,12547
16144,9624
16144,10789
16144,15512
16144,15879
16144,14913
16144,11742
16144,16332
16144,15929
16144,15181
16144,16235
16144,16480
9138,16332
9138,14913
9138,14401
9139,15846
9139,13289
9139,13535
9140,11766
9140,11139
13473,11027
13473,10040
13473,14404
13473,11917
13473,9551
13473,15660
13473,13349
13473,11535
13473,10824
13473,12678
13473,9862
13473,11164
13473,12762
13473,13135
13473,14579
13473,9552
13473,13300
13473,11406
13473,13668
13473,13532
13473,12274
13473,10412
13473,14612
13473,16009
13473,12340
13473,15288
13473,13049
13473,9981
13473,11030
13473,10557
13473,12781
13473,15033
13473,10137
13473,15079
13473,8762
13473,16353
13473,10214
13473,13080
13473,13793
13473,16392
13473,15733
13473,11784
13473,10102
13473,10597
13473,12248
13473,10647
13473,14501
13473,15388
13473,14067
13473,11299
13473,10106
13473,16140
13473,15961
13473,14109
9141,10125
9142,15827
9142,11439
9142,14342
9142,14422
9142,16332
9142,15388
9142,10124
9142,14859
9142,14736
9142,9862
9142,12885
9142,9942
9142,15026
9142,16480
9143,14401
9143,11656
9143,16104
9143,14745
9143,10593
9143,10877
9143,14285
9143,10158
9143,10141
9143,10974
9143,9810
9143,14412
9143,12537
9143,11265
9143,15988
9143,13007
9143,9942
9143,10386
9143,14913
9144,12097
9144,15046
9144,11164
9144,12731
9144,14913
9144,14584
9144,16535
9144,16313
9144,15388
9144,9578
9144,14966
9144,9174
9144,14435
9144,15026
9144,11978
9146,9970
9146,10789
9147,16332
9147,12304
9147,9267
9147,12972
9148,16480
9148,14342
9148,14651
9149,16332
9149,13116
9149,12266
9149,14523
9149,14037
9149,16392
9150,13390
9150,12112
9150,9953
9150,11168
9150,15309
9150,13811
9150,10072
9150,12678
9150,9823
9150,16332
9150,15267
9150,10977
9150,14342
9150,14341
9150,12188
9150,11848
9150,11189
9150,16595
9150,14923
9150,13853
9150,7997
9150,9185
9150,11113
9150,15388
9150,10848
9150,10923
9150,15820
9150,13001
9150,13222
9150,14846
9150,7363
9150,10133
9150,11536
9150,12937
9150,12082
9150,12793
9150,16520
9150,10646
9150,15578
9150,14928
9150,11143
9150,11466
9150,14108
9150,14913
9150,10954
9150,9415
9150,16256
9150,12514
9150,15724
9150,15182
9150,12588
9150,14603
15074,13082
15074,14579
15074,11164
15074,12809
15074,12514
15074,14647
15074,10970
15074,15026
9152,16087
9152,15039
9152,11368
9152,11168
9152,14924
9152,9810
9152,11439
9152,10055
9152,10124
9152,10905
9152,10461
9152,15278
9152,14422
9152,11327
9152,13916
9152,10844
9152,15388
9152,16183
9152,12699
9152,7436
9152,11227
9152,14640
9152,16480
9152,16341
9152,14849
9152,11681
9152,14228
9152,15936
9152,16353
9152,9360
9152,11424
9152,10948
9152,13019
9152,15550
9152,15879
9152,12146
9152,15619
9152,10178
9152,12885
9152,9842
9152,10241
9153,12011
9153,10763
9153,11225
9153,12702
9153,16350
9154,9774
9154,12375
9154,10927
9154,12924
9154,15315
9154,12222
9154,9810
9154,10327
9154,9361
9154,12759
9154,13261
9154,10930
9154,9332
9154,10007
9154,14913
9154,13778
9154,14840
9154,11376
9154,9277
9154,9942
9154,16198
9155,16524
9156,13665
9156,15492
9156,15932
9156,15388
9156,11649
9156,12455
9156,13129
9156,15667
9156,13292
9156,10683
9156,15674
9156,11692
9156,14913
9156,14422
9156,13515
9156,14508
9156,14285
9156,9271
9156,12474
9156,15502
9156,10124
9156,14837
9156,11916
9156,11978
9156,10698
9156,15108
